INFO logger 2024-02-01 14:44:58,227 | data_utils.py:383 | Observations info in ElBorn
INFO logger 2024-02-01 14:46:26,498 | train_utils.py:153 | Best Loss: 1.0377957151273652e-05
INFO logger 2024-02-01 14:46:26,880 | train_utils.py:153 | Best Loss: 9.259101914307266e-05
INFO logger 2024-02-01 14:46:27,280 | train_utils.py:153 | Best Loss: 9.540632695275528e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:28,275 | train_utils.py:153 | Best Loss: 0.0003410195981108356
INFO logger 2024-02-01 14:46:28,831 | train_utils.py:153 | Best Loss: 0.0002010839838774232
INFO logger 2024-02-01 14:46:29,545 | train_utils.py:153 | Best Loss: 0.00034593604692059943
INFO logger 2024-02-01 14:46:30,731 | train_utils.py:153 | Best Loss: 0.00034534082749829165
INFO logger 2024-02-01 14:46:31,125 | train_utils.py:153 | Best Loss: 1.0607943106397699e-05
INFO logger 2024-02-01 14:46:31,168 | server.py:212 | [Global round 9] Aggregating local models...
INFO logger 2024-02-01 14:46:31,180 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['ElBorn_1']
INFO logger 2024-02-01 14:46:31,267 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.653039539799742e-06, mse: 0.0011623725295066833, rmse: 0.034093584873208675, mae: 0.023848585784435272, nrmse: 0.4836754352804901
INFO logger 2024-02-01 14:46:31,399 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00034072853401156624, mse: 0.043416015803813934, rmse: 0.208365102173598, mae: 0.07901178300380707, nrmse: 1.1803555186710144
INFO logger 2024-02-01 14:46:31,496 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015676234646602288, mse: 0.019937045872211456, rmse: 0.14119860435645762, mae: 0.09865014255046844, nrmse: 1.7058422463556302
INFO logger 2024-02-01 14:46:31,498 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['PobleSec_0', 'ElBorn_3', 'LesCorts_4', 'PobleSec_2', 'ElBorn_1', 'LesCorts_1', 'PobleSec_4', 'LesCorts_0', 'PobleSec_1', 'ElBorn_0', 'LesCorts_2', 'ElBorn_4', 'PobleSec_3', 'ElBorn_2', 'LesCorts_3']
INFO logger 2024-02-01 14:46:32,321 | train_utils.py:153 | Best Loss: 0.0003402420564180636
INFO logger 2024-02-01 14:46:32,983 | train_utils.py:153 | Best Loss: 1.2370722398166387e-05
INFO logger 2024-02-01 14:46:33,753 | train_utils.py:153 | Best Loss: 9.209185849592002e-05
INFO logger 2024-02-01 14:46:34,682 | train_utils.py:153 | Best Loss: 0.0003453289602303833
INFO logger 2024-02-01 14:46:35,021 | train_utils.py:153 | Best Loss: 9.908068462292966e-06
INFO logger 2024-02-01 14:46:35,366 | train_utils.py:153 | Best Loss: 8.647154614313e-05
INFO logger 2024-02-01 14:46:36,432 | train_utils.py:153 | Best Loss: 0.0003459041396258619
INFO logger 2024-02-01 14:46:37,032 | train_utils.py:153 | Best Loss: 0.00015726073084083216
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:38,012 | train_utils.py:153 | Best Loss: 0.0003379967431794471
INFO logger 2024-02-01 14:46:38,621 | train_utils.py:153 | Best Loss: 6.415786699376154e-06
INFO logger 2024-02-01 14:46:39,038 | train_utils.py:153 | Best Loss: 9.576036909333708e-05
INFO logger 2024-02-01 14:46:39,322 | train_utils.py:153 | Best Loss: 1.1000959334809532e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:40,118 | train_utils.py:153 | Best Loss: 0.00034526814712123493
INFO logger 2024-02-01 14:46:40,475 | train_utils.py:153 | Best Loss: 9.585925614672763e-06
INFO logger 2024-02-01 14:46:40,912 | train_utils.py:153 | Best Loss: 0.0001857201160307516
INFO logger 2024-02-01 14:46:40,976 | server.py:212 | [Global round 10] Aggregating local models...
INFO logger 2024-02-01 14:46:40,978 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_2']
INFO logger 2024-02-01 14:46:41,016 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.317049174007154e-06, mse: 0.0011223575565963984, rmse: 0.03350160528387257, mae: 0.02335852012038231, nrmse: 0.4826316420158671
INFO logger 2024-02-01 14:46:41,309 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00034010718642609323, mse: 0.04333585500717163, rmse: 0.20817265672314322, mae: 0.07873134315013885, nrmse: 1.1804352726616878
INFO logger 2024-02-01 14:46:41,344 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.0001540509589038223, mse: 0.019592074677348137, rmse: 0.13997169241438834, mae: 0.09810771048069, nrmse: 1.7582548833110812
INFO logger 2024-02-01 14:46:41,348 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['ElBorn_3', 'PobleSec_1', 'PobleSec_2', 'ElBorn_0', 'PobleSec_0', 'PobleSec_3', 'LesCorts_3', 'LesCorts_1', 'ElBorn_4', 'LesCorts_4', 'ElBorn_2', 'LesCorts_0', 'PobleSec_4', 'LesCorts_2', 'ElBorn_1']
INFO logger 2024-02-01 14:46:41,552 | train_utils.py:153 | Best Loss: 1.2561096317710688e-05
INFO logger 2024-02-01 14:46:42,299 | train_utils.py:153 | Best Loss: 0.0003384218906331074
INFO logger 2024-02-01 14:46:43,164 | train_utils.py:153 | Best Loss: 0.00034528137688840353
INFO logger 2024-02-01 14:46:43,667 | train_utils.py:153 | Best Loss: 6.833501781026523e-06
INFO logger 2024-02-01 14:46:44,519 | train_utils.py:153 | Best Loss: 0.0003401067376496109
INFO logger 2024-02-01 14:46:45,292 | train_utils.py:153 | Best Loss: 0.0003453594182368632
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:46,021 | train_utils.py:153 | Best Loss: 0.00018178266255261256
INFO logger 2024-02-01 14:46:46,462 | train_utils.py:153 | Best Loss: 8.658427940490955e-05
INFO logger 2024-02-01 14:46:46,757 | train_utils.py:153 | Best Loss: 1.1059268015540309e-05
INFO logger 2024-02-01 14:46:47,129 | train_utils.py:153 | Best Loss: 9.211899500955659e-05
INFO logger 2024-02-01 14:46:47,393 | train_utils.py:153 | Best Loss: 9.057856927477363e-06
INFO logger 2024-02-01 14:46:47,861 | train_utils.py:153 | Best Loss: 0.00016064295539774045
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:48,609 | train_utils.py:153 | Best Loss: 0.00034621631882454114
INFO logger 2024-02-01 14:46:49,299 | train_utils.py:153 | Best Loss: 9.455557705627548e-05
INFO logger 2024-02-01 14:46:49,567 | train_utils.py:153 | Best Loss: 1.0237972612564726e-05
INFO logger 2024-02-01 14:46:49,622 | server.py:212 | [Global round 11] Aggregating local models...
INFO logger 2024-02-01 14:46:49,623 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_0']
INFO logger 2024-02-01 14:46:49,697 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.088318936688745e-06, mse: 0.0010946040274575353, rmse: 0.033084800550366555, mae: 0.023072853684425354, nrmse: 0.4875392013404581
INFO logger 2024-02-01 14:46:49,851 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00033991447979892333, mse: 0.04331127181649208, rmse: 0.2081136031510004, mae: 0.07828186452388763, nrmse: 1.1809426889117727
INFO logger 2024-02-01 14:46:49,919 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015286739274984694, mse: 0.019442636519670486, rmse: 0.13943685495474462, mae: 0.09702926874160767, nrmse: 1.7172169835728854
INFO logger 2024-02-01 14:46:49,927 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['LesCorts_1', 'ElBorn_2', 'ElBorn_0', 'LesCorts_3', 'LesCorts_2', 'PobleSec_2', 'ElBorn_1', 'PobleSec_4', 'PobleSec_1', 'PobleSec_3', 'LesCorts_0', 'ElBorn_3', 'ElBorn_4', 'LesCorts_4', 'PobleSec_0']
INFO logger 2024-02-01 14:46:50,260 | train_utils.py:153 | Best Loss: 8.576289169920598e-05
INFO logger 2024-02-01 14:46:50,571 | train_utils.py:153 | Best Loss: 9.085518290549696e-06
INFO logger 2024-02-01 14:46:50,821 | train_utils.py:153 | Best Loss: 6.895280109351762e-06
INFO logger 2024-02-01 14:46:51,349 | train_utils.py:153 | Best Loss: 0.00017173683722857496
INFO logger 2024-02-01 14:46:51,830 | train_utils.py:153 | Best Loss: 9.518737968721847e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:52,701 | train_utils.py:153 | Best Loss: 0.00034501556422576073
INFO logger 2024-02-01 14:46:53,056 | train_utils.py:153 | Best Loss: 9.477917855191561e-06
INFO logger 2024-02-01 14:46:53,801 | train_utils.py:153 | Best Loss: 0.00034659604613456553
INFO logger 2024-02-01 14:46:54,776 | train_utils.py:153 | Best Loss: 0.0003388165087094457
INFO logger 2024-02-01 14:46:55,659 | train_utils.py:153 | Best Loss: 0.00034527464197787246
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:56,206 | train_utils.py:153 | Best Loss: 0.00017203507966726843
INFO logger 2024-02-01 14:46:56,632 | train_utils.py:153 | Best Loss: 1.0577276034690079e-05
INFO logger 2024-02-01 14:46:56,871 | train_utils.py:153 | Best Loss: 1.0549612351747204e-05
INFO logger 2024-02-01 14:46:57,261 | train_utils.py:153 | Best Loss: 9.083461063391154e-05
INFO logger 2024-02-01 14:46:57,998 | train_utils.py:153 | Best Loss: 0.0003401280264003481
INFO logger 2024-02-01 14:46:58,156 | server.py:212 | [Global round 12] Aggregating local models...
INFO logger 2024-02-01 14:46:58,157 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_2']
INFO logger 2024-02-01 14:46:58,240 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.311264471357896e-06, mse: 0.0011220364831387997, rmse: 0.03349681302958238, mae: 0.02369627356529236, nrmse: 0.497563249824848
INFO logger 2024-02-01 14:46:58,384 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00033996073507124513, mse: 0.04331621527671814, rmse: 0.20812547964321462, mae: 0.07885332405567169, nrmse: 1.1824042265104096
INFO logger 2024-02-01 14:46:58,447 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.0001510609819877849, mse: 0.0192098431289196, rmse: 0.1385995783865146, mae: 0.09719671308994293, nrmse: 1.7901003537564968
INFO logger 2024-02-01 14:46:58,449 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['ElBorn_0', 'PobleSec_2', 'PobleSec_0', 'ElBorn_2', 'PobleSec_1', 'LesCorts_0', 'LesCorts_3', 'ElBorn_4', 'PobleSec_4', 'LesCorts_2', 'ElBorn_3', 'ElBorn_1', 'LesCorts_1', 'LesCorts_4', 'PobleSec_3']
INFO logger 2024-02-01 14:46:58,676 | train_utils.py:153 | Best Loss: 7.353082483697341e-06
INFO logger 2024-02-01 14:46:59,641 | train_utils.py:153 | Best Loss: 0.000345385273933176
INFO logger 2024-02-01 14:47:00,505 | train_utils.py:153 | Best Loss: 0.0003402610209689835
INFO logger 2024-02-01 14:47:00,889 | train_utils.py:153 | Best Loss: 8.800688732847355e-06
INFO logger 2024-02-01 14:47:01,729 | train_utils.py:153 | Best Loss: 0.00033912842829279073
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:02,510 | train_utils.py:153 | Best Loss: 0.00017640669421668638
INFO logger 2024-02-01 14:47:03,389 | train_utils.py:153 | Best Loss: 0.00017134728569167051
INFO logger 2024-02-01 14:47:03,939 | train_utils.py:153 | Best Loss: 1.056174407960568e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:04,765 | train_utils.py:153 | Best Loss: 0.0003469269910247952
INFO logger 2024-02-01 14:47:05,382 | train_utils.py:153 | Best Loss: 9.441891568032099e-05
INFO logger 2024-02-01 14:47:05,741 | train_utils.py:153 | Best Loss: 1.1277084035241013e-05
INFO logger 2024-02-01 14:47:05,995 | train_utils.py:153 | Best Loss: 9.887096621681022e-06
INFO logger 2024-02-01 14:47:06,386 | train_utils.py:153 | Best Loss: 8.577144090685319e-05
INFO logger 2024-02-01 14:47:06,811 | train_utils.py:153 | Best Loss: 9.100806486809201e-05
INFO logger 2024-02-01 14:47:07,560 | train_utils.py:153 | Best Loss: 0.0003455191004772003
INFO logger 2024-02-01 14:47:07,880 | server.py:212 | [Global round 13] Aggregating local models...
INFO logger 2024-02-01 14:47:07,881 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_4']
INFO logger 2024-02-01 14:47:07,973 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.54913436592633e-06, mse: 0.0011514803627505898, rmse: 0.03393346965387698, mae: 0.023819928988814354, nrmse: 0.4843212106277658
INFO logger 2024-02-01 14:47:08,049 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.0003396452934752534, mse: 0.043276481330394745, rmse: 0.20803000103445354, mae: 0.07855287939310074, nrmse: 1.1819200742691067
INFO logger 2024-02-01 14:47:08,097 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015254401804726812, mse: 0.019399957731366158, rmse: 0.13928373103620595, mae: 0.0965169370174408, nrmse: 1.7418281235814472
INFO logger 2024-02-01 14:47:08,104 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['LesCorts_4', 'PobleSec_3', 'LesCorts_3', 'ElBorn_4', 'PobleSec_0', 'LesCorts_0', 'LesCorts_1', 'PobleSec_1', 'ElBorn_1', 'LesCorts_2', 'ElBorn_0', 'ElBorn_3', 'ElBorn_2', 'PobleSec_4', 'PobleSec_2']
INFO logger 2024-02-01 14:47:08,411 | train_utils.py:153 | Best Loss: 9.2062101956751e-05
INFO logger 2024-02-01 14:47:09,132 | train_utils.py:153 | Best Loss: 0.00034497168344100866
INFO logger 2024-02-01 14:47:09,699 | train_utils.py:153 | Best Loss: 0.00017152855660199944
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:09,986 | train_utils.py:153 | Best Loss: 1.1062339032046352e-05
INFO logger 2024-02-01 14:47:10,879 | train_utils.py:153 | Best Loss: 0.0003404814266511716
INFO logger 2024-02-01 14:47:11,568 | train_utils.py:153 | Best Loss: 0.000166513929851571
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:12,012 | train_utils.py:153 | Best Loss: 8.523774762877552e-05
INFO logger 2024-02-01 14:47:12,810 | train_utils.py:153 | Best Loss: 0.00033897861222347876
INFO logger 2024-02-01 14:47:13,553 | train_utils.py:153 | Best Loss: 9.060780878250762e-06
INFO logger 2024-02-01 14:47:13,924 | train_utils.py:153 | Best Loss: 9.391488056706144e-05
INFO logger 2024-02-01 14:47:14,219 | train_utils.py:153 | Best Loss: 6.668007313127625e-06
INFO logger 2024-02-01 14:47:14,468 | train_utils.py:153 | Best Loss: 1.0730428123455225e-05
INFO logger 2024-02-01 14:47:14,837 | train_utils.py:153 | Best Loss: 8.859484094298548e-06
INFO logger 2024-02-01 14:47:15,624 | train_utils.py:153 | Best Loss: 0.0003471863811366319
INFO logger 2024-02-01 14:47:16,661 | train_utils.py:153 | Best Loss: 0.0003455271041680743
INFO logger 2024-02-01 14:47:16,799 | server.py:212 | [Global round 14] Aggregating local models...
INFO logger 2024-02-01 14:47:16,800 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_1']
INFO logger 2024-02-01 14:47:16,852 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.603607316460947e-06, mse: 0.001157204038463533, rmse: 0.034017701839829405, mae: 0.023638203740119934, nrmse: 0.4836874189872996
INFO logger 2024-02-01 14:47:16,973 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00033945418721959583, mse: 0.04325156658887863, rmse: 0.20797010984484918, mae: 0.07809897512197495, nrmse: 1.1814115671330947
INFO logger 2024-02-01 14:47:17,023 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015237957204430641, mse: 0.019378263503313065, rmse: 0.13920583142711035, mae: 0.09669600427150726, nrmse: 1.7853145520529023
INFO logger 2024-02-01 14:47:17,027 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['ElBorn_0', 'LesCorts_3', 'ElBorn_4', 'ElBorn_2', 'ElBorn_3', 'LesCorts_2', 'LesCorts_0', 'PobleSec_2', 'PobleSec_3', 'PobleSec_1', 'LesCorts_4', 'ElBorn_1', 'LesCorts_1', 'PobleSec_0', 'PobleSec_4']
INFO logger 2024-02-01 14:47:17,245 | train_utils.py:153 | Best Loss: 7.468212456644877e-06
INFO logger 2024-02-01 14:47:17,712 | train_utils.py:153 | Best Loss: 0.00016404519249734126
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:17,989 | train_utils.py:153 | Best Loss: 1.057373738852172e-05
INFO logger 2024-02-01 14:47:18,266 | train_utils.py:153 | Best Loss: 8.746445590094776e-06
INFO logger 2024-02-01 14:47:18,571 | train_utils.py:153 | Best Loss: 1.0964307981286792e-05
INFO logger 2024-02-01 14:47:19,020 | train_utils.py:153 | Best Loss: 9.385707423265218e-05
INFO logger 2024-02-01 14:47:19,581 | train_utils.py:153 | Best Loss: 0.0001645695053215264
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:20,427 | train_utils.py:153 | Best Loss: 0.00034596484196628997
INFO logger 2024-02-01 14:47:21,342 | train_utils.py:153 | Best Loss: 0.00034532848276256576
INFO logger 2024-02-01 14:47:22,375 | train_utils.py:153 | Best Loss: 0.0003396232408566738
INFO logger 2024-02-01 14:47:22,859 | train_utils.py:153 | Best Loss: 9.240648502957795e-05
INFO logger 2024-02-01 14:47:23,148 | train_utils.py:153 | Best Loss: 9.581016838901501e-06
INFO logger 2024-02-01 14:47:23,652 | train_utils.py:153 | Best Loss: 8.521025438046856e-05
INFO logger 2024-02-01 14:47:24,663 | train_utils.py:153 | Best Loss: 0.00034088278337799776
INFO logger 2024-02-01 14:47:25,614 | train_utils.py:153 | Best Loss: 0.0003473219985699677
INFO logger 2024-02-01 14:47:25,766 | server.py:212 | [Global round 15] Aggregating local models...
INFO logger 2024-02-01 14:47:25,768 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_1']
INFO logger 2024-02-01 14:47:25,854 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.55790769452778e-06, mse: 0.0011518150568008423, rmse: 0.03393840091696782, mae: 0.02355935052037239, nrmse: 0.47941963670472
INFO logger 2024-02-01 14:47:25,968 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00033974111384499497, mse: 0.04328810051083565, rmse: 0.20805792585440153, mae: 0.07810176908969879, nrmse: 1.1823752110643297
INFO logger 2024-02-01 14:47:26,003 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015118354791911505, mse: 0.019225148484110832, rmse: 0.13865478168498493, mae: 0.09638284146785736, nrmse: 1.775408104733642
INFO logger 2024-02-01 14:47:26,007 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['LesCorts_1', 'PobleSec_3', 'PobleSec_0', 'ElBorn_1', 'ElBorn_0', 'LesCorts_4', 'ElBorn_3', 'LesCorts_0', 'PobleSec_1', 'PobleSec_4', 'LesCorts_2', 'LesCorts_3', 'ElBorn_4', 'ElBorn_2', 'PobleSec_2']
INFO logger 2024-02-01 14:47:26,324 | train_utils.py:153 | Best Loss: 8.538313232476644e-05
INFO logger 2024-02-01 14:47:27,999 | train_utils.py:153 | Best Loss: 0.0003455492026927903
INFO logger 2024-02-01 14:47:29,905 | train_utils.py:153 | Best Loss: 0.00034097845094117126
INFO logger 2024-02-01 14:47:30,472 | train_utils.py:153 | Best Loss: 9.502223912167592e-06
INFO logger 2024-02-01 14:47:30,784 | train_utils.py:153 | Best Loss: 7.414093954209688e-06
INFO logger 2024-02-01 14:47:31,117 | train_utils.py:153 | Best Loss: 9.205764873029544e-05
INFO logger 2024-02-01 14:47:31,404 | train_utils.py:153 | Best Loss: 1.0691513349572062e-05
INFO logger 2024-02-01 14:47:31,942 | train_utils.py:153 | Best Loss: 0.00016664235841766086
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:32,648 | train_utils.py:153 | Best Loss: 0.00034000202852088634
INFO logger 2024-02-01 14:47:33,617 | train_utils.py:153 | Best Loss: 0.0003477100354773322
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:34,136 | train_utils.py:153 | Best Loss: 9.359400573034079e-05
INFO logger 2024-02-01 14:47:34,652 | train_utils.py:153 | Best Loss: 0.00016857450964114472
INFO logger 2024-02-01 14:47:34,939 | train_utils.py:153 | Best Loss: 1.0763597351291941e-05
INFO logger 2024-02-01 14:47:35,209 | train_utils.py:153 | Best Loss: 8.422131203047499e-06
INFO logger 2024-02-01 14:47:36,221 | train_utils.py:153 | Best Loss: 0.000346234121825546
INFO logger 2024-02-01 14:47:36,375 | server.py:212 | [Global round 16] Aggregating local models...
INFO logger 2024-02-01 14:47:36,377 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_1']
INFO logger 2024-02-01 14:47:36,444 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.336884348351815e-06, mse: 0.0011249862145632505, rmse: 0.033540814160709496, mae: 0.02332202158868313, nrmse: 0.48144152129226125
INFO logger 2024-02-01 14:47:36,583 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00033988148843004244, mse: 0.043305959552526474, rmse: 0.20810083986501945, mae: 0.07789415121078491, nrmse: 1.1830460182114189
INFO logger 2024-02-01 14:47:36,638 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.0001505966901122892, mse: 0.019151095300912857, rmse: 0.1383874824574566, mae: 0.09611549973487854, nrmse: 1.778416519673073
INFO logger 2024-02-01 14:47:36,648 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['PobleSec_3', 'PobleSec_1', 'LesCorts_4', 'LesCorts_1', 'PobleSec_0', 'ElBorn_0', 'ElBorn_2', 'LesCorts_2', 'PobleSec_2', 'LesCorts_3', 'ElBorn_1', 'ElBorn_3', 'LesCorts_0', 'ElBorn_4', 'PobleSec_4']
INFO logger 2024-02-01 14:47:37,323 | train_utils.py:153 | Best Loss: 0.00034581268646233666
INFO logger 2024-02-01 14:47:38,297 | train_utils.py:153 | Best Loss: 0.0003403471779136911
INFO logger 2024-02-01 14:47:38,917 | train_utils.py:153 | Best Loss: 9.182356934509736e-05
INFO logger 2024-02-01 14:47:39,424 | train_utils.py:153 | Best Loss: 8.510395459700049e-05
INFO logger 2024-02-01 14:47:40,136 | train_utils.py:153 | Best Loss: 0.0003412831545162095
INFO logger 2024-02-01 14:47:40,626 | train_utils.py:153 | Best Loss: 7.403394781561469e-06
INFO logger 2024-02-01 14:47:40,964 | train_utils.py:153 | Best Loss: 8.393060975564095e-06
INFO logger 2024-02-01 14:47:41,424 | train_utils.py:153 | Best Loss: 9.285183388560095e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:42,146 | train_utils.py:153 | Best Loss: 0.0003468291993678261
INFO logger 2024-02-01 14:47:42,740 | train_utils.py:153 | Best Loss: 0.00017706582279146066
INFO logger 2024-02-01 14:47:43,068 | train_utils.py:153 | Best Loss: 9.238169427875628e-06
INFO logger 2024-02-01 14:47:43,666 | train_utils.py:153 | Best Loss: 1.0293618995799787e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:44,166 | train_utils.py:153 | Best Loss: 0.00018416335520318202
INFO logger 2024-02-01 14:47:44,482 | train_utils.py:153 | Best Loss: 1.0562084538182739e-05
INFO logger 2024-02-01 14:47:45,306 | train_utils.py:153 | Best Loss: 0.0003479803928474742
INFO logger 2024-02-01 14:47:45,478 | server.py:212 | [Global round 17] Aggregating local models...
INFO logger 2024-02-01 14:47:45,479 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_4']
INFO logger 2024-02-01 14:47:45,627 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.331966082201056e-06, mse: 0.001123822876252234, rmse: 0.0335234675451725, mae: 0.023251745849847794, nrmse: 0.4784757156530739
INFO logger 2024-02-01 14:47:45,803 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00034018751530812716, mse: 0.043345097452402115, rmse: 0.20819485452912162, mae: 0.07781758159399033, nrmse: 1.184004759982925
INFO logger 2024-02-01 14:47:45,838 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015259563632864963, mse: 0.01940733939409256, rmse: 0.1393102271697687, mae: 0.09658455103635788, nrmse: 1.7726731214848677
INFO logger 2024-02-01 14:47:45,843 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['ElBorn_0', 'LesCorts_2', 'LesCorts_0', 'ElBorn_4', 'PobleSec_3', 'PobleSec_4', 'LesCorts_1', 'ElBorn_3', 'PobleSec_1', 'PobleSec_2', 'LesCorts_4', 'ElBorn_1', 'LesCorts_3', 'PobleSec_0', 'ElBorn_2']
INFO logger 2024-02-01 14:47:46,041 | train_utils.py:153 | Best Loss: 7.443172055193119e-06
INFO logger 2024-02-01 14:47:46,665 | train_utils.py:153 | Best Loss: 9.271826091963166e-05
INFO logger 2024-02-01 14:47:47,345 | train_utils.py:153 | Best Loss: 0.00018463932435240662
INFO logger 2024-02-01 14:47:47,622 | train_utils.py:153 | Best Loss: 1.0644095828351768e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:48,383 | train_utils.py:153 | Best Loss: 0.00034592624834379343
INFO logger 2024-02-01 14:47:49,283 | train_utils.py:153 | Best Loss: 0.0003484792647677965
INFO logger 2024-02-01 14:47:49,764 | train_utils.py:153 | Best Loss: 8.48045776195127e-05
INFO logger 2024-02-01 14:47:50,059 | train_utils.py:153 | Best Loss: 1.0529187508489811e-05
INFO logger 2024-02-01 14:47:51,144 | train_utils.py:153 | Best Loss: 0.00034066057257999585
INFO logger 2024-02-01 14:47:52,174 | train_utils.py:153 | Best Loss: 0.0003473077732043003
INFO logger 2024-02-01 14:47:52,656 | train_utils.py:153 | Best Loss: 9.169878948027845e-05
INFO logger 2024-02-01 14:47:52,934 | train_utils.py:153 | Best Loss: 8.902343983788962e-06
INFO logger 2024-02-01 14:47:53,578 | train_utils.py:153 | Best Loss: 0.00017159144334190073
[31mStarting poisoning...!
INFO logger 2024-02-01 14:47:54,480 | train_utils.py:153 | Best Loss: 0.0003415473501241993
INFO logger 2024-02-01 14:47:55,207 | train_utils.py:153 | Best Loss: 8.326946633445e-06
INFO logger 2024-02-01 14:47:55,268 | server.py:212 | [Global round 18] Aggregating local models...
INFO logger 2024-02-01 14:47:55,287 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_0']
INFO logger 2024-02-01 14:47:55,330 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.156076098648282e-06, mse: 0.001102708512917161, rmse: 0.03320705516779771, mae: 0.02303430810570717, nrmse: 0.47705359592100566
INFO logger 2024-02-01 14:47:55,488 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00034049948692087116, mse: 0.04338519647717476, rmse: 0.20829113393799256, mae: 0.07773105055093765, nrmse: 1.184757443011934
INFO logger 2024-02-01 14:47:55,527 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015297995087805024, mse: 0.0194571390748024, rmse: 0.13948884928481703, mae: 0.09639821946620941, nrmse: 1.7863591375683767
